76.66011,89.49982
80.27751,78.77297
97.10465,116.11242
71.41824,65.29732
104.02733,94.50221
86.65605,85.701256
82.1419,81.56566
86.424194,102.97489
100.82093,90.38325
115.89209,112.01606
82.417114,72.47729
76.71895,100.01866
87.012085,83.91724
97.134056,97.87809
78.46229,82.80509
82.98169,88.73302
87.284256,96.117195
81.92997,78.860504
85.73563,86.58307
127.21625,102.00989
109.89242,93.470276
82.39453,81.44061
103.9225,87.608795
79.97572,88.162
82.753746,73.301796
98.10247,105.66549
79.27605,78.44547
71.1894,77.40746
82.563614,85.649315
74.4969,99.591156
87.09034,91.32146
84.48222,97.518814
91.98265,97.88276
112.472664,92.23968
86.53977,81.94322
102.00392,104.875015
97.21915,101.21434
92.8401,96.26583
92.312195,106.43964
94.26745,96.53507
106.15969,99.581375
91.3002,96.406395
92.439606,104.748055
91.96357,96.67325
100.26562,103.23221
97.23719,93.776146
92.941956,96.11163
94.33271,98.289
109.22275,105.272606
94.61766,99.367615
85.664154,109.680954
103.449036,114.09854
112.523796,114.09995
98.490105,106.29965
94.308304,98.1961
103.71043,105.790276
81.990685,95.701866
94.04579,101.78955
114.31404,89.21687
95.179955,82.48279
102.61459,90.958626
77.96259,83.05522
87.4428,94.51907
102.211845,85.5063
80.43535,78.43278
99.302704,92.619576
96.91664,85.91535
110.55694,117.59691
107.786255,106.32035
101.608955,96.581795
97.613,88.39291
93.852776,99.042725
111.19132,92.603966
88.930145,130.89893
85.57584,99.574524
117.81707,111.33128
103.899475,109.43457
104.95405,101.30545
100.85682,97.035385
103.55682,79.61434
124.87184,115.73655
104.745834,142.47263
105.59653,112.35228
86.10104,101.88434
110.20553,118.6961
108.64807,106.699005
114.108055,104.71663
110.38031,115.06412
86.654495,91.67054
103.33114,99.9055
81.34888,108.34288
104.83868,117.38985
114.60102,97.62175
79.43248,106.36705
90.94085,100.04202
87.33303,86.33813
121.37259,113.46474
134.15182,122.45666
99.978134,95.23478
98.95845,93.440834
82.75768,75.649765
92.1632,85.724915
86.720345,92.20261
82.5678,95.40192
83.468575,93.92653
87.76287,95.958885
83.39789,93.96345
88.3053,75.041695
136.34216,119.24514
90.887344,94.68965
90.74612,85.95104
95.78987,85.77418
106.28301,91.58108
92.98163,95.21503
100.310455,88.85915
67.118645,80.920685
96.22411,93.61171
96.68751,97.52778
79.33475,93.19368
85.34932,112.61923
92.46641,98.11527
83.45587,80.40109
81.3404,96.449265
107.31415,106.541725
77.72467,93.6267
93.87186,95.09208
97.52666,86.1962
108.27939,98.4681
87.07605,96.5862
88.03657,84.89256
89.44969,99.63508
75.026886,96.9489
74.88672,82.67669
94.88193,84.30751
110.18516,108.32483
101.48026,89.83185
89.48744,103.625694
104.60905,80.66899
101.00515,90.3752
95.6795,70.86914
74.732895,87.62265
110.24001,116.2113
77.38718,102.51562
113.02904,102.96834
108.75758,91.01802
86.06774,88.39738
104.54212,103.91954
95.93562,107.78641
102.19187,113.010826
100.624405,90.851776
114.98607,112.46353
83.45617,80.856766
76.78705,96.863235
126.94786,91.83909
121.60074,112.69433
102.23001,94.441765
82.777374,85.24413
92.25794,99.852554
81.55462,97.25095
120.89296,111.17918
92.51918,97.610535
107.28389,83.87349
100.61994,120.54513
86.0303,85.53
109.053345,103.737465
84.825775,96.3937
97.97398,93.9104
102.38031,114.27434
105.79665,111.71638
94.1424,108.072
74.068,86.51137
108.21411,84.07497
93.80547,122.498505
102.223885,98.928894
88.9339,97.23848
120.083145,93.810326
99.92331,98.018166
103.62417,108.12811
79.827866,91.869774
115.17705,108.215935
88.63268,112.50403
110.89748,101.41862
128.3665,103.64565
100.91739,109.640366
103.44147,106.03775
89.54248,95.177284
